reviewer_name,title,review,id
Pramod N,Very good place for golf and short stay,We stayed at this place in March 2016. They have 12 well maintained rooms and staff is very courteous and try to provide very good service. The ambience is really great as one can enjoy cool evenings sitting in verandah facing golf course. Golf course is average but you there is no rush and you can play leisurely. Food is average. Overall a very good experience for a short golfing stay!,13
KannanVS,Comfortable stay,"The club offers spacious rooms. We stayed in rear facing rooms which had a wonderful view of the golf course with hills in the distance. No traffic sound. The rooms are clean, comfortable and functional. The staff are attentive though not tuned into tourist information requirements. The food is simple but tasty.",13
jagga,Wonderful Location. Poorly maintained golf course,The golf club is located in a beautiful location. The view while playing on the 18 hole golf course is simply amazing. The course needs a lot of maintainence. Especially the greens. They were so bad that the joke was to use a driver on the green instead of a putter. The club house and rooms are very good. The food was average. The staff are courteous and well trained. Can be a great golf destination if the course is properly maintained.,13
contactumesh,Lovely place for rejuvenation...,"Visit chikmagalur, but ensure your stay only at golf club. A perfect place for rejuvenation. Wake up early morning to view the beauty of this place, will find peacock,parrots,wild boar, emu bird etc., the beauty needs to be relished. Take a walk on the golf course with bare foot and feel the mist, definitely to you will be rejuvenated.",13
contactumesh,Golfers paradise,"A perfect place for the one who loves nature and golf, located in midst is the hill with 9 hole grass court surrounded with lust green. You can notice few peacocks and birds dancing around the court during sunrise. Food I okay, cottages are spacious and clean.varieties of dogs are found. People are courteous, no pool, outside guests not allowed for dining.",13
sanjaymshah27,Well maintained,"Though the hotel is on outskirt, lonely place but it is still worth to go here. The rooms are well maintained and cleaned. The views from the room for the golf course and surrounding mountains is really beautiful. The staff was also very co-operative and helped us in guiding for visiting the places nearby.",13
NiruJ,A lovely stay!,"It was one of those long weekend and even the smallest 'motel' (if I may use the word in the Indian context) in and around Bangalore was booked. Thankfully, we were able to find vacancy in Chikmangalur Golf Club and to be honest, it is the best thing that happened. They have 5-6 rooms and are located a little away from the city but not as far as the home-stays. That made it convenient and the club itself was quiet because of the limited rooms available. The rooms are large and spacious and the food is good. It overlooks the hills rich with plantation and ideal place to idle.  There isn't much to do in the club if you don't play golf and if you do, it's a great course.",13
Vindy22,Awesome place,Rooms are large and have beautiful views of the golf course from the balconies. The highlight is the food. Their wine chicken is to die for. It's the best chicken starter I have ever had. Their Biriyani is good too. The restaurant faces the golf course. The umbrella bar is suitable when you are in a group.,13
drvalan,Chikmagalur,The Chikmagalur Golf clugb is situated 10 Kms away from the city. The roads are too narrow but the scenic view is good.  We had gone there to have lunch. The good quality was good. You have to order one day in prior so that the required Recipe will be cooked and kept ready.  Do not sit in the firstfloor. Try to sit in the sit out in the ground floor to have a chat with your friends and enjoy the scenic beauty of Golf club with food.,13
umarchesi,Noisy and neglected,"we arrived late in the evening, the room were decent even if the bathrooms were a bit 'scruffy. We had a very good pre-dinner in the nice veranda on the golf course, and then a proper dinner (of not great quality) inside. The real problem was the night. People talking till late in the night, didn't allow us to fall asleep, and then dogs, bird and windows without shutters did the rest, keeping us awake all the night. The real problem was the breakfast, we had it very early in the morning and the breakfast room had not yet been cleaned, so we've eaten a very poor breakfast in a dirty room. Price was pretty cheap, but far too high for the service received.",13
Pratish M,Needs a lot of improvement,"Had high hopes going in to the Chikmagalur Golf club, thanks to experiences in other golf clubs in India. A not-so-pleasant experience awaited us...  Well, the rooms were OK - clean etc. Lots of open space and such, in and around the room. But that's about it - the good part.  We probably chose the wrong time to go - the greens are being relaid and therefore the whole experience of staying in a golf club was lost. I guess we should have asked, but then come to think of it, the staff could have warned us during booking as well.  The food is nothing to talk about - very poor choice and hugely overpriced. Come to think of it, the room was actually overpriced as well. We had to beg and plead with them to get an extra plate (weren't successful with that). The staff kept messing up",13
Vandana,Could be better,"We stayed at the golf club for two nights in December. The rooms are spacious with a little balcony where you can sit and admire the view. They weren't cleaned properly, also the management could look at changing the outdated tv sets. The bathroom were clean and ok.  When we were staying at the club, there was a large group of noisy people, who were annoying after some time. Management didn't do anything to check their noise levels.   The service is a little slow, though the staff is helpful. My biggest disappointment was with the food and kitchen. For the price the club asks for the rooms, you could stay at a good homestay with all meals provided. The club does not even offer complimentary breakfast.The only option for dinner was a buffet which was below average.No ala carte",13
murali d,Lovely Stay,Golf club is located in a excellent place and surrounded with full of greenery. No trouble of traffic or pollution while stay. Can have a good breeze walk on the road. Golf Area is so wast that u can play around lovely. i have been here trice and i love all the things. Food is also good as it will be prepared separately for the people who stay.,13
Gargi799,Beautiful place!,Its a nice place to stay but it can never be compared to a 5 star hotel as somebody has written here. It can at the most be compared to a 3 star hotel. Its location is beautiful. and if u are interested in treking u can even get a guide to climb the hill. greenery and serenity around this property is mesmerising.Currently the golf course is getting prepared so there is loose soil which is getting messy due to rains but I think once the work is over it will be a beautiful place.,13
Karthik V,Good Value for money,"I travelled with family (a group of 12) to this location. I think you can get reservations only if you know someone who is a member of the club. Just a few kms away from the town of chikmagalur. A spectacular location with hills on every side of the property. It was monsoon(July 2012) when we visited, but the rains were scanty and helped clear up the air. Once the sun came out, the property had some awesome views.  Very calm, quiet, no frills atmosphere. The restaurant was clean and food was reasonable. My kids loved being outdoors. For about Rs. 3000 a night, the rooms were well maintained.   I would highly recommend this place, if you're looking for some peace and quiet. A few hilly vista points are less than an hour's drive from here.",13
prashan97,Fantastic and Very Good Place,"Great place to stay.  Very clean and fantastic service. It is quiet and calm. Few things people should be aware of as tourists.  - You should maintain silence meaning there will be golf happening other side so they expect guests not to be loud. - You cannot wear even long shorts to the restaurant area.This is applicable only for guests. Members of the golf club can wear anything. - This club is in the foothills of the mountains nearby - Dinner is after 9.30 PM, Breakfast is after 9.00 AM  The above all to be strictly adhered. Otherwise quality of stay was fantastic 5 star Plus.",13
Krisvacation,Serene and Calm,"Had an opportunity to stay at CGC with family (wife and kid) on our way to Kollur. Beautiful place, serenne and calm. Good service, people are courteous and good food Overall excellent atmosphere for a weekend. Will go back again.",13
GuptaAtul,Nice calm serene place... the best location in Chikmagalur,"The golf Club is probably the best located property in Chikmagalur, surrounded by hills on all the sides. Due to monsoons the hills became more attractive with the green cover & clouds floating on the top. There are four buildings, 3 are residential having 12 rooms in all.  Rooms- Well appointed with double beds, TV, minibar, chair, table, split aircon etc. each room has a balcony, ours was on the first floor facing the golf course & the view was splendid.  Service- Probably this property is adequately staffed & the service is quick.  Food- Breakfast & dinner spread is decent. Idli, sambhar, aloo puri, omelet toast | rice, sambhar, rasam, roti, veggies etc. You need to inform them in advance for the Lunch & dinner as they prepare it accordingly. starters-chicken pepper was",13
,,,13
,,,13
planrajatrip,good place to be with nature,"nice place, calm, resting around lawn. Good place to be with friends & family.Limited rooms.",13
Arup C,Highly recommended,"After a long time stayed in a hotel that has excellent service overall. The property is well maintained, has an amazing and tasty breakfast spread, has great cuisine offering on veg/non-veg, room service is outstanding - you think and they do it, read mind yeh!! Point to note - they have excellent group of employees who are doing their job by providing utmost customer satisfaction - Chandni and the other lady (sorry I couldn't recollect her name, apology) - you walk an extra mile always, Safi at night mostly is cool too, Kalpataru (the property Manager) is very hands-on, always does a pulse check with each customers - I am sure the owner of Aadrika is taking excellent care of their employees as they are doing a great job!! Highly recommended for everyone who is thinking of",2
Vibhas,Refund awaited after 2 months!,"While the hotel itself is good and newly constructed - the check out left a very bad taste (still lingering actually!) in my mouth. First we were presented a room service bill that was some Rs. 500 more than it should have been. I didn't check & made teh payment - my wife caught the error. They agreed & said that they will be refunding in a week's time - I shared my account details. It has been a full two months and multiple follow ups have been done for such a small amount - but no luck. Last interaction i was given a number of some ""Manager"" - and that number is constantly ""Out of Service""! So I am not staying there again - and to people who do - one word of advice is to very carefully check teh bill upon checking out.",2
sandeep gupta,Good hotel inside the heart of city.,The hotel is a high end hotel in the city opposite bus stand. The hotel has all the amenities. It has two restaurants one vegetarian and other one is a mixed one. Rooms are spacious and clean. There is a spa but offers only massage services. Overall we had a good experience staff is courteous and well behaved. Good experience.,2
Anp,Excellent stay experience,We had an excellent experience staying at Aadrika. The hotel is in the the main city. It has sufficient parking. The staff is very courteous making the experience very pleasant right from check in. The rooms are well furnished with all amenities. The food at the Zesto restaurant was really good and the team lead by Arun Raj there did a really good job. I didn't find any negative point about the hotel during my two days' stay here.,2
av apte,Right and very elegant place to stay,The hotel is very perfectly at the center of chickmagalur and opposite the bus terminus. All the facilities provided in the room are to the mark. It gives a good feel to be here. The reception is always there to guide you. Room service is fast. They have a good restaurant but pricing is spicy. A nice coffee shop .....again with a spicy price tag on all the menu. Great parking and good location.,2
Road03256076908,Front Desk very unprofessional,the front desk is extremely inefficient - they hire newbies and do not train them hence they cannot provide any information and also BANG phone down on customers - some Chandni is the newbie and her manager Yashashwini who is never available to attend customers either late to office or away for lunch,2
Udaysimha,Hidden Gel in the heart of Chikamagalur,"Booked a suite room and stayed for 3 nights. Aadrika is a hidden gem in the heart of the city. The hotel interiors modern and spacious, rooms are clean, well lit and comfortable. The housekeeping and restaurant staff are really good. The only weak link I see is the entrance and lobby experience. There is no one to even open the door or take your luggage in when you arrive. This is one small aspect which can let down the rest of the experience.",2
DBG_Aprl,Very nice and comfortable stay at Hotel Aadrika,We visited this hotel in Sep 22. Hotel is centrally located in the city. Bus station is 100 meters away. Parking facility is good..front desk is very helpful. I must mention Mr Sanjeev for his assistance in changing the check-in dates and accomodating the same. Rooms are specious. Breakfast is awesome with lots of varieties. Overall it was nice experience and would love to visit again. -Thanks,2
BalaVittal,Superb Hotel,"Comfortable stay at this hotel. Centrally air-conditioned hotel has about 40 rooms. Spacious room and clean bath rooms. Amenities include TV, coffee maker, toiletries etc.. There are multi-cuisine restaurant, pure veg restaurant and a coffee shop. Location is good just near the city centre and bus stand. Well maintained and hospitable staff. Travel desk was also very helpful for arranging tours locally.",2
KhirodSwain,Great Stay,"We had a great stay. Food was excellent in their in-house Multicuisine restaurant. They have a pure veg restaurant as well. Location was very convenient, i.e. besides chikmagalur bus station. Market is nearby. Property is very well maintained. Highly recommended.",2
Vrushjd,Pleasant stay and great food,"Very neat and hygienic place for stay. Check In process was very smooth and the hospitality was great. The Food options at Zesto and Vivikta are very good and the overall accessibility of this hotel is great since it is at the City centre - Ample parking place and good selection of indoor games like carrom, table tennis",2
EmeraldIsle1703,Great stay and beautiful views from the restaurant!,"We have stayed there only a night but have enjoyed our stay. Staff was very friendly, the hotel is right in town so we could go to eat out at night. We had lunch in the restaurant and I could order in Kannada as I am learning the language and feel grateful for the practice. The views from the restaurant are amazing, on part of the city, green nature and the mountains. Food was also very tasty.",2
Rohan Gupta,Relaxation,"The location of the hotel is prime, easy to find transportation if you have not come on your own. Arrival procedures were done very efficiently and professionally, Lokesh gave us a brief about the hotel. The rooms are spacious, the booklet in the room with information and menus are worn out, require to put decent ones, some of the furniture in the room needs refurbishing, looks old stained and worn out as well .. the bed was very comfortable and the quality of linen and towels were good .. overall amenities placed in the room with the kettle was good. The bathroom could have been bigger, be careful of the bathroom flooring the tiles get slippery after a bath or slight water .shower and hot water was just right. Order room service only if you can wait for an hour, after an hour",2
occasiontraveller,"Average rooms, rude staff, average food!! Avoid!!","We reached in the evening and were allotted two rooms as per our booking. The rooms were ok. Not great, not bad. We requested for a few glasses and ice. To our utter surprise, the room service guy said that glasses and ice cubes will be chargeable. We ordered for food -  the chicken and paneer item were bad, the peanut masala had two big stones which meant that the hotel was sourcing low quality adulterated stuff. We complained but there were no apologies or replacement. One guy just came and took the dish back. We were also charged for the peanut masala(ofcourse, we did not pay).  We then proceeded for dinner to their restaurant. The waiters were rude with a take it or leave it attitude. Food was decent though. The breakfast spread was okay. However, when we ordered Dosa and",2
Escape00681803746,Value for money,"The hotel has great ambience,clean room,prompt service,food is super tasty. We had a cozy experience. Felt like home. The hotel is located in heart of the city its an advantage for commuting to different places.",2
Sundeep,Nice hotel,Very good hotel. Clean & well maintained spacious rooms. Tasty food. Good buffet for breakfast. Walkable distance from bus stand. Good parking space available inside premises. Little bit expensive but you can get discounts & offers on online booking.,2
Avik Sarkar,A trip at Chikmagalur,"Very good stay, food taste is very good and i booked balcony room, the room is very big and comfortable and balcony also very nice, location is just beside main road and bus terminus. Altogether a perfect place to stay.",2
Rahul saxena,Best hotel in chikmaglur,"I stayed in adreeka for 4 days 3 night. While i had some not so great experience in the city but adreeka filled up all those bad experiences with the best in class hospitality,super tasty food and super fast service. I dont know why they are rated as 3 star because the way they serve is almost like a 5 star hotel. They even have recreation facilities for guests.  Room service is superb. In room dining experience:- They deliver really fast even on a crowded day ... Special mention to kamrul who served us really well. Really happy with his service and of the entire adreeka team",2
Aparna K,They Insult their guests! BEWARE,"I had a terrible experience in this hotel. Had visited to celebrate my birthday and was thrown out of the restaurant on my birthday night. I visited their restaurant and ordered some dry snacks & curries. However due to a dietary restriction, I am not allowed to consume starch/carbs & gluten. Due to this I requested to the restaurant representative & server (Tanmay) to please allow me to carry my bread as an exception. We were anyway ordering 3 dishes to have along.  The response was outrageous and he asked me to take a leave from the restaurant if I need to consume my bread. We were in the middle of celebration & hence I requested to call the manager (PRAVEEN) to sort this out.  To my dismay both TANMAY & PRAVEEN later asked us to get out of the restaurant and eat the food in",2
varshinialagawadi,Quality of service,It was good….except for the food. The food provided at morning buffet was disgusting…..even the in-house restaurant was not much to appreciate…..but the lodging services were fantastic….would be better if they improved the quality of their food,2
B Harsha Vardhan,excellent,"Spacious rooms for a family with two kids. Ideally located in the city center, right next to the Govt. bus depot. We were four families with six kids visiting Chikmagalur and were overjoyed by our stay at aadrika.",2
Chandra M,Nice Food and Ambience,"we ordered Crab Curry, Prawn Ghee roast and Fish fry.. it was very tasty.. not too spicy or not bland.. it was very good.. A must visit place and Sea Foods are not to be missed.. Thank you Uday for suggesting and serving us the best  menu till the end with your smile..and Vinoth for explaining the cusine to us. Restaurant has followed all covid protocols.. Thank you team.",2
maneeshlodhi,Hotel Aadrika Chikmagalur - Overall decent experience,"I have visited Chikamanalur with family during Christmas - along with another family & friend.  Pros - We found hotel Aadrika centrally located at downtown with all facilities available nearby. Hotel rooms and related infra is good.   Cons - Breakfast room at third floor has some serious issues. First and foremost is the table-chairs clothes liners are extremely dirty hence must be cleaned or replaced immediately.  Supporting Staff needs more training. Services and Food served in Restaurant especially at Ground floor , I guess Vivitika, was very poor . Guest needs to pay each and every request they will make and one will not be given any discount or rebate.  Overall , Hotel is good , centrally located, rooms are good but one has to avoid eating there in the hotel as much better",2
Preethi,Best staff and location of hotel.,"Best part of hotel is staff from security,travel desk and reception.They make sure to give proper support as requested.  I travelled to Chikmagalur and opted for aadrika. I feel now it's best decision I made while booking. They made arrangements for cab for local sightseeing where cab drivers also very prompt and professional. Also they packed early breakfast while leaving for sight seeing around 6AM.  Regarding room also neat and clean.worth for amount paid  Thanks aadrika team for making my trip memorable.",2
VIKAS Bhatnagar,PATHETIC CUSTOMER SERVICE AND ONLY COMMERCIAL MINDED STAFF,"Hotel is big and rooms are spacious, Location is also pretty good however I will never recommend this hotel due to below reasons:  PLEASE DONT VISIT THIS HOTEL WITH FAMILY OR FRIENDS TO AVOID EMBARASSING CUSTOMER SERVICE  1.they don't know anything about customer service and courtesy. Only 2 service staff available in whole restaurant during breakfast on a peak season day ie 25 th Dec. They didn't know how to manage guests and were doing both cleaning and order taking tasks. I ordered for a masala dosa that didn't arrive at all.  Omlette was also delivered after almost 15 mins and that too with almost 3-4 reminders.Breakfast time is till 10.30 am however quite a few items like fruits, Salad, breads ( bhatura), were already finished by 9.30 am only. The only 2 service boys were",2
Lionel M,Family dinner,"Had a family dinner in Zesto. Nice ambience, tasty food but lacks service providers. Too much delay from taking orders till getting food on the table. Bit disappointed here since we were with little kids. Great customer service from Nagesh who looked after from booking, arranging birthday cake etc.  Thank you. Lionel",2
rohitnitsgr,Good hotel at the town center,"The hotel was good. It is located at the town center. If you want good veiws of the coffee plantations, then don't opt for this hotel. Otherwise, this hotel offers good facilities at affordable rates.",2
Dinakar13,Rooms and ambience was good. Service wise and taste of food should improve.,Rooms and ambience was good. Service wise and taste of food should improve. At the dinning hall the staff seemed least interested. Had to followup during check out so many times to send boy for taking the luggage.,2
harishputhran,Stay @ Aadrika,"Visited Chickmaglur in Dec 2021 for 3 days and chose Aadrika based on its proximity to city. Had booked Balcony Suite which was very spaciousfor 2 & had a beautiful view of mountains. Food was awesome esp.chicken biryani. Breakfast spread was decent and tasty.  Improvements: 1. Room cleaning should be done in the presence of guests or with the consent of guests in their absence irrespective of 'Do not Disturb' option. 2. Service response time should be expedited  Overall, the stay was pleasant and the property is well maintained. Keep up the good work..",2
Rabi_13,Excellent property at Chikmagalur,We stayed in this property during our recent trip to Chikamagalur. Property is near the main street of the town. Tourist taxi stand and auto stand are beside the hotel. I  stayed in suite room with breakfast option. Room is big and super clean. They are taking good measure of covid protocols at least in rooms and lobby. As it's in town so dont expect valley view however from reastaurant you can have a view of the western ghat. Multi cuisine restaurant Zesto serves quality which is good in taste. Breakfast buffet spread is good. It's having a cafe and a pure veg restaurant as well. Ample parking space is there. Rooms are having all the modern amenities. Linens and comforter is cozy and clean. Overall a wonderful stay. Recommended for other travellers.,2
SHANAVAS BAVU,The best hotel available in Chikmaglur for business or leisure travel,"This is a resonably new property with spaceous and very clean  rooms. Balcony rooms are excellent to stay. The vegetarian restaurant - Vivikta - has very good menu and delicious food.  The buffet breakfast is rudimentary and lacks spread, but tasty.  Service levels and staff courtesy are moderate, can be improved; at the restaurant especially.   The hotel has a very large courtyard around the building that is very useful to have a peaceful and relaxed morning / evening walk.  By all means, this is the best and value for money hotel in Chikmaglur.",2
Neel,Great stay!!,"We booked this after looking at one of the pics of terrace lounge kind of a thing, but that wasn't there.  But still, really happy with the service and experience. Humble service staff who are always ready to help. Liked the food too!",2
Prashanth P M,Stay at Aadrika in Oct 21,"It was a pleasant 2.5 days stay at Aadrika.  Was there a couple of weeks back and the overall service was very efficient. Only complaint would be the time taken for a room service which can be improved. But this hotel is at the heart of city, so you have many choices for eating out as well.",2
Vikram Kamath,Large well maintained rooms. Average service.,"The check-in process was slow as they were not able to find my booking at the reception.  The rooms were spacious and well maintained. All equipment inside the room worked perfectly. They provided extra bed on time. The coffee provided in room service was cold. The service in the restaurants were slow. They werent showing up to even hand the menu cards. This is understandable as it looked like they were running low on staff due to Covid situation. Hopefully the service will improve in future, as we liked this hotel in all other aspects.",2
DebayanBhattacharyya,A quick get away destination from Bangalore,The stay was calming and extremely peaceful. It’s situated in the middle of the town which made it easier for us to explore the shopping hubs which were locally versatile. Food and room service too were commendable. They have an in-house spa which is an added perk if someone is looking forward to unwind. You can enjoy the mountain range from their rooftop lounge.,2
Aniruddha Rangnekar,"Excellent hotel, great staff","Our stay was extremely pleasant and comfortable thanks to the clean rooms, great service and very friendly staff, who always served with a smile. The location of the hotel is also extremely convenient",2
Abhinandan,Aadrika,"Excellent hospitality. Front staff is very polite and restaurant staff also. Very nicely maintained, hygienic and best thing is they have an outside compound area where u can enjoy cycling with your kids. They have 2 restaurants and one cafe inside the hotel to make your stay comfortable and also the view of peaks from hotel room is awesome. Overall rating is excellent. Prices are reasonable as compared to hotels offering the similar category of services. Also they have a travel desk to make your local trip safe and comfortable.",2
r2k22021,Stay in luxury room,"Hospitality is good. Neat and clean. Bed in the room was not good. Spring of the bed was damaged so not able to get proper sleep. Rest everything was awesome. Location is very good, in center of town.",2
manojalexander,"Stay at Aadrika, Chickmangular",The rooms are clean & the breakfast spread is great. The Lunch & Dinner (Non-veg) lot to be desired. I feel the Tariff & food items rate Slight on the higher side for this property. It is located right in the town & hence do get the get away feeling,2
Vinay Rao,Value for money,Spacious and clean rooms. Indoor games and badminton. Travel helpdesk. SPA and  gym were closed due to covid. Very friendly and helpful staff. Breakfast was excellent - taste and spread. The location of the hotel is very good. Right next to the bus stop in the heart of the city.   Will definitely recommend this place to my friends.,2
Amit bajaj,Chikmaglur hotel Adrika,Very neat and clean...polite staffs .. food was really good . completely enjoyed the trp....with my parner..  full of privacy ... Had taken balcony room for smoking ....was really good views from balcony...cool breez ..totally a very good hotel to stay,2
ashwinsmnth,Excellent Service and Care,"Aadrika team is very much supportive and provides good service and very customer focused. I am impressed by the way they respond to all your queries either on call or on whatsapp. Stay was awesome, service is cuper cool. Would like to thank F&B Manager Manju for making my wish of my wife birthday celebration beautiful by arranging all needed stuff. Thank you Aadrika Team.",2
NishaThakurPai,Stay in April 2021,The rooms were clean. The Hotel provided Great Service. The staff were helpful and friendly. The food was good. As improvement breakfast could have more options. Sanitizer were available in lobby and common areas,2
Thalanki P,Good to stay with family,Good to stay with Family. Ambiance looks good. Morning break fast is ok ok. Restaurants will close on time. Could be better if room services are open for 24/7. Hotel is located in city Center and very  closer for all kinds of shopping,2
857krish,best hotel in chicmagalur,"best in class stay, clean food, great rooms. best outdoors. cycles for riding, baddy court. if you want classy stay and dont want to take chance with budget hotels, this is the place for you. you will enjoy ur stay",2
nrvish,Comfortable & Good Hospitality.,Our stay at Aadrika was comfortable. We had a balcony room with a good view. The room was functional and sanitized. The room service was efficient and quick. The food was tasty. We liked the breakfast spread and the attention to detail by the chef.,2
lavaniyalalit,Service & basic amenities were not proper,No Proper Service even TV was not functioning properly. No hot water inside the rooms. No body lifts calls at reception at morning  06.00 AM. Even breakfast was not ready at Cafeteria. We ordered than coked & served.,2
GK,Cheerful stay around a unique setting,"Being set up near the heart of the town, tourist spots around the region are easily accessible from the hotel . Having been to Chikmagalur in numerous occasion, the trip during the pandemic has offered a different shade altogether. Tasked to visit all the places around the region including Belur, Halabeedu etc. , it was more important than ever to choose an easier to access, but a safe and better place. The 3 Star Hotel offered us the best service possible. The courteous staff made the stay pleasant as well as the free trip advices were useful for us. The restaurants offered good food and it was better than I had expected from a standard 3 star Hotel located at tourist location. One scope for improvement could be the beds. Rest assured I would never hesitate to come back to the",2
suresh5012,"Not very neat, little more care in maintenance  would help.","Not very neat, little more care in maintenance  would help. The room should be chic clean but found the balcony and room floors dusty. The ashtrays were left with cigarettes buds left over. Also the hotel delayed my checkin saying they didn’t receive email confirmation from Yatra, so has to wait for an hour before I could check in!",2
srinivaskadepalli,AAdrika,Rooms were clean. and hotel staff were very courteous . Restaurant food quality needs to be improved. breakfast and lunch was average. even though they had good breakfast spread. Some of the food was not that great,2
Srinivas U,Best 3-star hotel in Chikmagalur but with issues,"This was our first trip to Chikmagalur and we were driving from Hyderabad in a group of 5 needing 3 rooms. We wanted to avoid the resorts located in the mountains as we planned on travel to Belur and Halebidu and wanted something closer, that too in 3-star sub-5,000 range. Most hotels in this range appeared the same from the pictures they posted. But we went with Aadirika Hotel based on gut feeling.   Aadrika turned out to be better than what we imagined and even better than what you see in the pictures they put up.   1) Located right in the middle of the city but away from main-road so no roadside noise. 2) Enough parking, spacious lobby, excellent security, very friendly personnel.  3) Very well maintained premises with 5-star comparable rooms -- spacious and clean.  4) Choice",2
Mobile57112047455,Superb place to stay,"We stayed for 3 days where we felt that its the best place to be there. The food serving staff were too good. Would like take the names of Mr. Sourav,Mr Rof and Mr. Koushik and others as well who were so down to Earth and the service provided by them is highly appreciated. We stayed in 105 room we have been visiting various places from morning to evening and the rest time was almost from 7:00 p.m to morning 8:00 a.m at the hotel. We had dinner and morning breakfast which was very tasty and the service done by the people the three people mentioned above was very cooperative and food was awesome. Have to appreciate the cleaning staff as well . the rooms were cleaned on time very well and the ambience is superb. We stayed in suite room and it was very secured and spacious. Its",2
sudeepsuku,Hotel is good but staff needs training to handle customers,"Hotel common area has good ambiance,  has good set of restaurants, food is awesome, but rooms need some good maintenance.  Also staff needs to be trained to handle customers, specifically the restaurant staff as they are not able to manage the customers properly. Seems they are understaffed. Front desk people are too cold in their response to customers",2
vidyasrikanthin,Good Hotel,"Good Hotel with ambience was excellent, with good and cooperative staff , the Rooms were spacious  with all facilities , food was excellent,  Hotel is very easy to locate ,overall the Hotel was good and keep it up.",2
Uthrathamboori,Nice place for a day stay!,This is the second time we stayed in Aadrika and I highly recommend for a short stay . Nice place and veg breakfast is pretty decent . The hotel is neat and clean and in the heart of the city . Thanks,2
Dr Radhika S,"Excellent Hotel, comfy stay, courteous staff","A good hotel with spacious rooms, great view, great food, sumptuous buffe breakfast, right at the centre of the city. The staff is quite helpful and all COVID precautions in place. The property is very clean and well kept. The car parking is safe and good. It's just by the side of the city bustand but still the rooms have no noise disturbance whatsoever! The restaurant ambience is also very nice. Morning buffe breakfast has north, south Indian and continentel.  Over all a great stay with family for 2 days!  Thanks to the staff.",2
Apoorva,PLEASANT SHORT STAY,"we were a family of 3 adults and one kid and stayed in the interconnected rooms for one night, on the way to kundapur. the rooms were of high standards with good amenities. the complimentary breakfast was good. would like to visit again..",2
rishisar,Perfect Stay,It was a pleasant stay. The rooms were very good. Breakfast was awesome. Proper parking lot is available. All amenities were easily accessible. Staff was very professional and helpful. If someone is planning to stay within the town this is the best place.,2
priyanka216,Neat and clean,"Hotel is in the main market, in house restaurant is having vide variety. They have a coffe house also, which is worth it. Hills is at 45 min distance.. overall a good stay and courteous staff. Will recommend.",2
Richard G,Completely disappointed!!! Not fit for a 3 star.,First of all it cannot be a 3 star. Don’t go by the looks no doubts it is clean and neat and they follow the covid 19 norms and conditions however the service of the breakfast was poor no good quality and variety wanted to let u know on our complete stay the AC DINT WORK  EVEN AFTER BEING FIXED... because of it I feel sick when I returned to Bangalore. The chef couldn’t make a simple apple pie tart which was completely rough and hard has no taste ... completely disappointed as a frequent traveller.,2
Prachi S,Comfortable stay,Very happy with the service provided by Aadrika hotel.. entire staff is very helpful and accommodating..definitely deserve a thumbs up ..they have a coffee shop as well which is quite nice with good options ..it’s right in the middle of the town ..so travelling to different location is easier..,2
nniranchbe605,FAVOURITE STAY ON OUR FIRST TRIP,"A life spent in hotel has allowed me to define the perfect hotel and is Aadrika. Right from we entered into the hotel we were admired by the ambience and environment of the hotel, the hospitality in the hotel was wowww.... The standard of service and the amazing staffs are credits to the hotel, the rooms and the room service is second to none, the foods over there will take to top of the town, their guidance to visit around the places will take you to the most comfort zone.. Above all these they made and supported my husband to surprise me and to have a most memorable first anniversary... A highly recommended one and you must try and see it on yourself... We are looking forward for our next visit....",2
sanjushankar1432,Adorable 💘,"Good gesture and we'll maintained hospitality management ! according to I'm satisfied with Aadrikahotel cuz nothing I felt worst in the span I'm in the stay of the hotel , chilling atmosphere and mostly middle of the town the hotel location play's a key role for comfort for all facilities 🥰",2
RahulMK,Comfortable Stay!,"The hotel is in the city centre, convenient to reach with google maps. I booked it at short notice, so had some surge rates. But at 3-4k it's a good choice.  The staff was courteous and showcased a great attitude - which made us smile after the 5 hour long journey.   The room was clean and tidy, spacious too. The room faced the hotel entrance, had a lot of trees, with birds flying all across the sky - the sight was good.  Breakfast was included in the deal, as it should always! Food was tasty, and fresh. We chose room dining for dinner, which probably was a mistake. The restaurant in the 3rd floor had a pleasant ambience.     We went to three locations nearby in the morning, including Mullayangiri peak, Hirekolale lake. Accessibility to these spots were good. Although, I must",2
Dr Rashmi Shah,Hotel Aadrika....value for money,"Stayed at hotel Aadrika for 1 night during our sightseeing trip to Halebid Belur. The location of the hotel is very central. Quick check in by staff who were very courteous and helpful. Clean room and good breakfast.   Home stays are also popular at Chikmagalur, but since we were two lady travelers, did not look for such accommodation",2
IanGBradford,"Great Location, Great Hotel","Positioned right next to the bus station, and close to a variety of good places to eat,  Aadrika is a great base for exploring the city and its surroundings. A well run and friendly hotel, we were impressed with the service,  room, breakfast and welcome.",2
4gokul,Hospitality,I really enjoyed in staying Aadrika . The hospitality was amazing . Service was extremely good .I would suggest this hotel to my friends if they are planning to go to chikmagalur for a trip .  I would simply say they made my trip memorable.,2
